"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket","Cluster","cluster1","cluster2","cluster3","cluster4","cluster5"
5133,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5134,10.7,6,"no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5137,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5141,5.7,72,"no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no",4,no,no,no,"yes",no
5142,4.9,44,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5143,4.9,36,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5144,4.8,51,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
5147,3.2,45,"no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
5148,1.5,69,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
5149,3.2,46,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5151,5.1,61,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5153,8.7,16,"no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5154,2.2,55,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5155,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5156,3.6,43,"no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5159,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5160,2.1,69,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
5162,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5163,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5164,4.6,38,"no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5165,2.5,55,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5167,6.4,9,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5169,6.3,11,"no","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5171,6.3,72,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5172,6.8,72,"no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5173,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5174,6.6,9,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5175,2.5,66,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5177,3.1,43,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5178,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5179,1.7,72,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5180,2.2,58,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5182,1.6,75,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
5183,5.3,67,"no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
5185,4.3,34,"no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5186,6.4,16,"no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5187,1.7,65,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5189,8.3,22,"no","no","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
5190,4.9,46,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5191,3.2,29,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5192,8.5,72,"no","no","yes","no","no","no","no","yes","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
5194,3.3,34,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5195,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5196,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5197,2.1,67,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
5198,6.6,16,"no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
5199,5.8,73,"no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
5200,7.6,7,"no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5201,3.2,46,"no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
5204,3.1,41,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5205,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5206,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5208,7,5,"no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5209,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5211,3.3,43,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5212,4.9,45,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5213,6.3,72,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5214,5.1,72,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5215,5.1,74,"no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
5216,13.4,13,"no","yes","yes","yes","yes","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5218,1.7,75,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5219,3.7,34,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5220,3.4,41,"no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5221,10.2,10,"no","no","no","no","yes","no","yes","no","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5222,1.7,52,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5224,7.3,14,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5225,5.1,75,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5226,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5227,1.7,52,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5229,5.4,72,"no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
5230,4.1,72,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
5231,5.1,56,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5232,4.9,46,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5233,7.7,2,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5234,3.1,36,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5236,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5237,6.2,2,"no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5238,5.1,66,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5239,8,5,"no","no","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5240,6.8,21,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
5241,6.8,72,"no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5242,6.1,23,"no","yes","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5243,10.9,11,"no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5244,4.1,37,"no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
5245,2.9,38,"no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
5246,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5248,1.7,74,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
5250,5.1,67,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5251,5.1,63,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5252,2.2,53,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5253,5.1,60,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5254,3,49,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
5257,5,31,"no","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
5258,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5259,6.6,5,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5260,3.1,29,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5261,4.1,72,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
5262,7.6,6,"no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5264,3.4,42,"no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5266,5.1,61,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5267,1.7,56,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5268,5.8,72,"no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no",4,no,no,no,"yes",no
5269,4.3,45,"no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
5270,2.5,58,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5271,4.8,28,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
5274,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5276,1.7,59,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5277,1.5,58,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5280,3.1,29,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5281,9.8,9,"no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5282,1.7,53,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5283,1.7,56,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
5284,2.7,61,"no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5285,12.6,72,"no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5286,5.1,57,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5287,13,4,"no","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5288,4.9,37,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5289,7.2,21,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5292,6,20,"no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
5294,6,6,"no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5295,9.9,26,"no","yes","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
5296,5.6,59,"no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
5297,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5298,12.5,11,"no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5299,8.6,2,"no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5300,8,17,"no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5301,4.5,29,"no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5302,3.1,44,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5305,11.6,5,"no","yes","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5306,11.7,72,"no","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5307,2.2,52,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5309,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5311,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5312,2.9,46,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
5313,7.7,23,"no","yes","yes","yes","no","no","no","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
5314,3.6,29,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5315,6.8,9,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5316,4,27,"no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
5318,5.1,67,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
5319,3,27,"no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",1,"yes",no,no,no,no
5320,12.1,10,"no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
5322,1.2,4,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5323,8.8,18,"yes","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
5325,3.4,28,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
5327,13.5,19,"no","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5329,2.2,53,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5330,7.6,12,"no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5331,2.9,36,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
5332,1.5,58,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
5333,9.7,14,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5334,10,19,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
5335,1.5,75,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
5336,1.3,8,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
5338,3,26,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",1,"yes",no,no,no,no
5339,3.3,37,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5340,6.3,10,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
5342,6.3,72,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
5343,3.3,37,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
5344,5.8,72,"no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no",4,no,no,no,"yes",no
