"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket"
6190,4.4,48,no,no,no,"yes",no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
6191,12,17,no,"yes","yes",no,"yes",no,"yes",no,no,no,no,no,no,no,no,"yes"
6194,13,5,no,no,no,no,no,no,no,"yes",no,"yes",no,"yes",no,no,no,"yes"
6195,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6196,1.7,51,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6197,7,71,no,no,"yes",no,no,no,no,no,no,no,"yes","yes",no,no,no,"yes"
6198,3.2,47,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6199,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6200,12.4,22,no,no,no,"yes",no,"yes",no,"yes","yes","yes",no,no,no,no,no,"yes"
6201,7.7,22,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
6202,15,20,no,"yes",no,"yes",no,no,no,no,"yes","yes",no,no,no,no,no,"yes"
6203,9,9,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,"yes"
6205,9.8,6,"yes","yes",no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes"
6206,2.1,59,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6207,2.1,74,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6208,6.2,6,"yes",no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6209,1.3,8,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6210,3.6,40,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
6211,7,26,no,"yes","yes",no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes"
6212,1.6,69,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
6213,4.6,32,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6214,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6215,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6216,7.8,25,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
6221,11.2,13,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
6222,2.2,52,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6223,5.6,71,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes",no
6224,7.7,9,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
6225,2.9,34,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
6227,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6228,5.4,68,no,no,"yes","yes",no,no,"yes","yes",no,no,no,no,no,no,"yes",no
6230,10.5,71,"yes",no,no,no,"yes","yes",no,no,no,no,"yes",no,no,no,no,"yes"
6231,9.3,17,"yes",no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes"
6232,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6233,2.9,36,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
6234,2.9,28,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
6235,9.1,13,"yes",no,no,no,no,no,"yes",no,"yes",no,no,"yes",no,no,no,"yes"
6236,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6237,4.9,48,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6238,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
6239,5.9,1,no,no,"yes",no,no,no,"yes",no,no,"yes",no,"yes",no,no,"yes",no
6241,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6243,1.7,65,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6244,4.4,29,"yes","yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
6245,4.9,49,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6246,1.7,56,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6247,2.9,27,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
6248,2.2,55,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6251,3.8,45,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
6253,3.3,36,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
6255,10.1,21,no,no,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,no,"yes"
6256,2.5,75,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6257,3.7,33,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
6258,2.8,34,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
6259,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6260,1.5,70,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6261,8.8,71,no,no,"yes","yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
6262,4.3,38,no,no,"yes",no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
6263,7.4,21,no,no,"yes","yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
6264,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
6265,10.1,8,"yes",no,"yes","yes",no,no,"yes",no,no,no,no,no,no,no,no,"yes"
6266,4.9,40,no,"yes",no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
6267,2.2,56,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6270,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
6271,4.1,35,no,no,"yes",no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
6273,8,26,no,no,no,no,no,no,"yes",no,"yes",no,no,"yes",no,no,no,"yes"
6274,3.8,29,"yes",no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
6275,2.2,61,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6276,2.7,57,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
6277,7.3,21,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
6278,3.2,50,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6280,4.7,35,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
6281,2.2,54,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6282,11.5,18,no,"yes","yes",no,"yes",no,"yes","yes",no,no,no,no,no,no,no,"yes"
6283,4.7,33,no,no,no,no,no,no,"yes",no,no,"yes",no,"yes",no,no,"yes",no
6285,13.4,8,no,no,"yes",no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6287,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
6288,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6289,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6290,16.3,26,no,"yes","yes","yes","yes",no,"yes","yes","yes",no,no,"yes",no,no,no,"yes"
6292,2.2,58,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6293,3.1,42,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
6294,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6295,2.7,69,"yes",no,no,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
6296,2.2,54,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6298,2.2,63,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6299,2.8,38,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
6301,7.1,11,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6302,6.8,71,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no,no,no,no,"yes"
6303,1.7,64,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6304,3.9,40,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
6307,3.3,43,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
6309,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
6310,12.1,13,no,"yes","yes",no,"yes",no,no,no,"yes",no,no,"yes",no,no,no,"yes"
6311,5.3,74,"yes",no,"yes","yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
6312,4,40,no,no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
6313,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6314,6.8,22,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
6315,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6316,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
6317,3.1,38,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
6319,8.2,9,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,no,"yes"
6320,3,29,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
6321,6.8,16,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
6323,3.1,49,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
6324,13.4,26,no,"yes",no,"yes","yes",no,"yes","yes","yes",no,no,no,no,no,no,"yes"
6325,4.4,33,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,"yes",no
6326,7.5,21,"yes",no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes"
6327,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6328,3.5,34,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
6329,8.4,5,no,no,no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6330,3.6,38,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
6331,1.5,53,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6332,5.7,71,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,no,"yes",no
6333,3.9,37,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
6335,6.6,71,no,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
6336,10,5,no,no,"yes",no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes"
6337,2.9,27,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
6338,1.7,65,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6339,8.1,11,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes"
6340,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6341,7.2,9,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6344,2.5,74,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6345,2.8,42,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
6346,1.6,67,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
6348,2.5,69,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6349,5.1,67,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6350,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
6352,1.7,71,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6353,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6356,11.2,24,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
6357,5.1,65,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6358,3.9,42,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
6360,2.1,52,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6361,8.6,9,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes"
6362,2.2,60,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6363,6.3,71,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
6365,10.2,22,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6366,6.9,13,"yes","yes",no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes"
6367,4.9,45,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6368,7.1,18,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6369,5.2,73,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,"yes",no
6370,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6371,1.7,67,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6372,6.2,25,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
6374,2.1,55,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6375,3.5,29,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
6376,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
6377,3.9,39,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
6378,2.2,55,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6379,2.2,67,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6380,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6381,1.7,65,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6382,4.2,37,"yes",no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
6383,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6384,8.8,15,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no,no,no,"yes"
6385,5.1,62,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6386,5.5,66,"yes",no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,"yes",no
6387,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6388,6.4,71,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
6390,6.3,18,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,"yes"
6392,12,71,no,no,no,"yes",no,no,no,no,"yes",no,"yes","yes",no,no,no,"yes"
6394,1.7,67,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6395,5.5,70,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6396,8.3,6,no,no,"yes",no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6397,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6398,1.6,68,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
6399,6.4,18,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
6401,5.1,67,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6402,1.7,62,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6403,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6404,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6405,8.2,13,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6406,3.1,33,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
6407,1.6,59,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
6408,2.2,57,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6409,4.9,34,no,no,"yes",no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
6413,1.7,56,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6415,1.7,52,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6416,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6418,6.7,4,no,"yes",no,no,no,no,"yes","yes",no,no,no,"yes",no,no,no,"yes"
6420,10.8,9,no,no,"yes",no,no,"yes","yes",no,no,no,no,no,no,no,no,"yes"
6423,7.4,8,no,"yes",no,no,"yes",no,"yes",no,no,no,no,"yes",no,no,no,"yes"
6426,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6427,2.2,75,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6428,6.8,11,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
6429,7.1,7,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6430,3.2,47,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no
6431,5.8,71,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
6432,3.5,48,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
6433,2.7,63,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
6434,5.1,55,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6436,2.7,52,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
6437,4.9,50,no,no,"yes",no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
6438,2.2,61,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6439,3,32,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
6444,2.1,60,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6446,9.5,9,no,no,no,"yes",no,no,no,no,"yes","yes",no,"yes",no,no,no,"yes"
6447,1.7,54,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6449,9,10,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,"yes"
6450,1.7,56,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6451,2.1,70,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6453,5.1,57,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6454,5.3,75,no,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,"yes",no
6455,2.2,72,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6456,3.1,47,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
6457,7.3,22,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
6458,6.3,21,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6460,6.6,10,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes"
6461,3.8,38,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
6462,1.7,51,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6463,6.5,4,no,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes"
6465,3.7,42,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
6467,2.2,65,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6468,3.1,43,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6469,6.3,25,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6470,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6471,12.6,18,no,"yes","yes","yes",no,no,no,"yes","yes","yes",no,no,no,no,no,"yes"
6474,2.5,51,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6475,2.9,44,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
6476,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6478,2.2,59,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6479,8.5,71,no,no,no,"yes",no,no,no,"yes",no,"yes","yes",no,no,no,no,"yes"
6480,7.2,23,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6481,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6482,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6483,7.3,20,"yes","yes","yes","yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
6488,3.1,30,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6489,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6490,6.6,71,no,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
6491,2.2,59,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6492,7.8,7,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
6494,2.1,66,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6496,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6498,5.8,63,no,"yes",no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
6499,1.7,62,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6500,3,43,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
6501,5.5,73,no,no,no,no,"yes",no,no,no,no,"yes",no,"yes",no,no,"yes",no
6502,3.6,38,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
6503,1.5,51,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
6504,1.7,65,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6505,4.9,40,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6506,6,2,no,"yes","yes","yes",no,no,"yes",no,no,no,no,no,no,no,no,"yes"
6507,7.3,18,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
6508,2.2,53,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
6509,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6510,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6511,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6512,16.5,26,no,no,"yes",no,"yes",no,no,"yes","yes","yes",no,no,no,no,no,"yes"
6514,9.2,71,no,"yes",no,"yes",no,no,no,no,no,no,"yes","yes",no,no,no,"yes"
6516,7.2,22,"yes","yes","yes","yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes"
6517,3.1,27,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6519,8.2,8,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6520,4.9,39,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6523,5.6,71,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes",no
6524,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6525,4.9,35,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
6526,8.3,16,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
6527,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6528,7.7,25,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,"yes"
6530,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6531,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6532,4.2,39,no,no,no,"yes",no,no,"yes","yes",no,no,no,no,no,no,"yes",no
6534,3.1,49,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6535,3.1,31,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
6536,10.2,19,no,no,no,no,"yes","yes",no,no,"yes",no,no,no,no,no,no,"yes"
6537,3.1,41,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6538,3.1,32,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
6539,12.1,11,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
6541,10.8,21,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,"yes"
6542,5.3,71,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6543,1.1,1,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
6547,2.7,74,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
6548,2.5,64,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6551,3.1,38,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
6552,7.5,71,no,no,"yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
6553,6.5,5,no,no,"yes",no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes"
6554,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6555,7.1,19,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
6557,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
6558,7.5,1,"yes",no,no,"yes","yes",no,"yes","yes",no,no,no,no,no,no,no,"yes"
6559,1.2,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
6561,3.9,45,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
6563,8,16,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
6564,7.8,6,no,no,no,"yes",no,no,no,no,"yes","yes",no,no,no,no,no,"yes"
6565,2.9,45,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
6566,4.1,71,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6567,2.5,56,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
6568,3.2,30,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no
6570,1.7,65,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6571,5.3,55,no,"yes",no,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no
6572,14,71,no,"yes","yes",no,no,no,no,no,"yes",no,"yes","yes",no,no,no,"yes"
6573,3.3,34,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
6574,5.3,71,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
6577,1.7,73,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
6578,6.4,20,no,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes"
6579,8.5,15,"yes",no,no,"yes",no,no,"yes",no,no,"yes",no,no,no,no,no,"yes"
